row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
129,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.527,0.033,0.285,0.102,0.488,0.309,0.102,0.516,0.023,0.428,0.018,0.014,0.300395257,0.23715415,0.280632411,0.181818182,19,6,0.333,0.171,0.098,0.075,0.141,0.303,12,,20.49,2320,2040,a
133,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.468,0.045,0.242,0.128,0.467,0.247,0.075,0.08,0.053,0.706,0.067,0.029,0.063241107,0.233201581,0.390316206,0.313241107,17,5,0.291,0.198,0.067,0.067,0.198,0.198,,4.3,9.73,890,1429,a
134,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.574,0.059,0.126,0.09,0.503,0.212,0.227,0.036,0.004,0.955,0,0.009,0.114314115,0.363817097,0.344930417,0.17693837,10,12,0.323,,0.088,0.061,,0.228,13,,28.11,2910,8630,b
135,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.483,0.066,0.188,0.074,0.519,0.2,0.207,0.014,0.006,0.968,0.009,0.009,0.14796425,0.405163853,0.291956306,0.154915591,11,13,0.343,0.244,0.099,0.079,0.142,0.278,14,,24.18,4540,2599,b
136,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.517,0.06,0.163,0.08,0.501,0.225,0.173,0.021,0.01,0.954,0.006,0.008,0.106962664,0.437941473,0.302724521,0.152371342,10,7,0.306,0.187,0.102,0.086,0.199,0.28,14,,19.49,2650,4189,b
137,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.367,0.099,0.238,0.075,0.504,0.226,0.179,0.029,0.011,0.942,0.01,0.006,0.254305978,0.367781155,0.252279635,0.125633232,11,13,0.319,0.307,0.136,0.085,0.07,0.385,13,,25.59,2940,1600,b
141,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.578,0.032,0.123,0.036,0.497,0.235,0.172,0.018,0.002,0.95,0.006,0.008,0.062252964,0.355731225,0.351778656,0.230237154,10,11,0.321,0.229,0.095,0.056,0.222,0.283,11,,21.62,2069,2180,b
144,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.568,0.044,0.099,0.027,0.499,0.183,0.158,0.018,0.011,0.943,0,0.014,0.083080041,0.318135765,0.245187437,0.353596758,9,8,0.225,0.145,0.081,0.051,0.192,0.175,11,,11.81,2289,869,a
145,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.593,0.037,0.159,0.061,0.508,0.229,0.207,0.015,0.003,0.957,0,0,0.061183551,0.450351053,0.320962889,0.167502508,13,13,0.338,0.184,0.108,0.071,0.213,0.288,9,,21.03,1690,1659,b
148,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.445,0.029,0.13,0.102,0.499,0.352,0.112,0.029,0,0.944,0.001,0,0.015075377,0.250251256,0.393969849,0.340703518,16,4,0.226,,0.078,0.058,,0.204,12,,,3389,1629,a
150,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.363,0.057,0.373,0.19,0.423,0.217,0.144,0.205,0.192,0.583,0.014,0,0.241691843,0.357502518,0.297079557,0.103726083,12,10,0.316,,0.092,0.084,,0.28,9,,32.12,4049,6869,b
151,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.326,0.099,0.225,0.066,0.497,0.231,0.139,0.002,0,0.988,0.003,0.002,0.226095618,0.413346614,0.246015936,0.114541833,14,12,0.368,0.327,0.143,0.154,,0.346,13,,37.06,5309,1599,b
152,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.362,0.046,0.329,0.138,0.466,0.253,0.176,0.419,0.071,0.502,0.013,0.003,0.210631896,0.358074223,0.269809428,0.161484453,13,11,0.287,,0.102,0.122,,0.3,10,,20.9,3879,3940,a
153,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.466,0.05,0.277,0.13,0.506,0.273,0.145,0.35,0.005,0.627,0.016,0,0.181,0.286,0.406,0.127,12,8,0.253,0.195,0.078,0.086,0.106,0.252,14,,24.24,2119,2500,b
155,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.492,0.06,0.179,0.043,0.512,0.225,0.159,0.02,0.102,0.821,0.002,0.033,0.105210421,0.305611222,0.358717435,0.230460922,11,10,0.316,0.182,0.105,0.077,0.198,0.226,13,2.7,7.78,1269,1689,a
157,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.47,0.047,0.299,0.177,0.507,0.223,0.251,0.163,0.039,0.781,0.009,0.013,0.200392927,0.370333988,0.271119843,0.158153242,10,14,0.3,,0.128,,,0.284,9,,,,,a
158,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.65,0.039,0.19,0.106,0.504,0.198,0.236,0.022,0.009,0.965,0.001,0,0.047,0.412,0.35,0.191,14,15,0.294,,0.114,,,0.312,12,,,,,a
164,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.474,0.049,0.185,0.053,0.499,0.184,0.192,0.013,0.051,0.909,0.008,0.009,0.156407669,0.352169526,0.315842583,0.175580222,9,12,0.316,0.315,0.11,0.093,0.147,0.271,13,,13.74,3830,1649,a
167,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.595,0.047,0.103,0.08,0.505,0.211,0.232,0.033,0.01,0.949,0,0.005,0.105156724,0.367037412,0.350859454,0.176946411,9,10,0.322,,0.094,0.061,,0.222,13,,26.17,2840,8570,a
170,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.473,0.044,0.193,0.095,0.498,0.153,0.281,0.026,0.183,0.782,0.005,0,0.120638086,0.327018943,0.313060818,0.239282154,9,12,0.262,0.334,0.129,0.096,0.277,0.232,12,,20.11,2149,2699,a
171,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.514,0.038,0.153,0.059,0.502,0.236,0.136,0.074,0.08,0.806,0.008,0.013,0.091816367,0.286427146,0.295409182,0.326347305,11,8,0.252,0.174,0.102,0.057,0.16,0.197,13,3.7,16.36,1860,1840,a
173,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.376,0.105,0.231,0.053,0.518,0.234,0.201,0.022,0.461,0.503,0.009,0.004,0.223564955,0.452165156,0.249748238,0.074521652,10,13,0.364,0.237,0.182,0.116,,0.379,13,9.66,47.98,6509,2619,b
175,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.39,0.071,0.258,0.064,0.519,0.18,0.296,0.023,0.012,0.958,0.011,0.006,0.129258517,0.351703407,0.339679359,0.179358717,8,16,0.278,0.244,0.106,0.077,0.144,0.312,11,,26.25,2190,1089,b
177,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.509,0.067,0.137,0.046,0.514,0.208,0.187,0.013,0.054,0.904,0,0.005,0.078,0.396,0.299,0.227,10,12,0.304,0.187,0.123,0.076,0.143,0.29,14,3.22,12.16,2089,2430,b
181,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.488,0.046,0.282,0.184,0.506,0.203,0.237,0.264,0.026,0.687,0.008,0.004,0.165995976,0.330985915,0.33501006,0.168008048,11,14,0.302,,0.118,0.107,,0.324,9,,,3860,3910,b
183,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.509,0.045,0.142,0.045,0.512,0.218,0.16,0.012,0.043,0.912,0.005,0.005,0.118762475,0.366267465,0.31237525,0.20259481,12,10,0.309,0.174,0.109,0.063,0.169,0.237,10,0.9,10,1950,1369,a
186,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.511,0.05,0.156,0.038,0.514,0.203,0.155,0.163,0.05,0.611,0,0.147,0.08249497,0.241448692,0.206237425,0.469818913,10,7,0.211,0.146,0.068,0.079,0.166,0.239,11,1.28,5.25,829,809,b
188,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.422,0.113,0.191,0.065,0.487,0.194,0.205,0.016,0,0.95,0.019,0,0.144590495,0.432760364,0.306370071,0.11627907,8,14,0.343,0.314,0.115,0.088,0.129,0.251,12,,15.28,2610,2230,b
191,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.34,0.083,0.31,0.079,0.495,0.252,0.144,0.375,0.009,0.213,0.412,0.007,0.186440678,0.365902293,0.326021934,0.121635095,12,10,0.327,0.188,0.139,0.103,0.127,0.256,10,10,25.72,2270,1699,a
192,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.512,0.039,0.092,0.037,0.508,0.212,0.143,0.064,0.018,0.861,0,0.029,0.061023622,0.229330709,0.224409449,0.48523622,7,7,0.206,0.12,0.058,0.075,0.176,0.191,12,,4.68,1249,849,a
193,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.513,0.042,0.228,0.113,0.502,0.262,0.148,0.146,0.001,0.832,0,0,0.135135135,0.457457457,0.257257257,0.15015015,15,10,0.295,0.192,0.137,0.08,0.108,0.301,14,,16.21,2740,3660,a
194,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.366,0.114,0.258,0.166,0.517,0.179,0.244,0.098,0.032,0.684,0.153,0.02,0.117824773,0.306143001,0.457200403,0.118831823,11,15,0.29,0.265,0.119,0.078,0.207,0.306,12,,52.19,2349,1139,b
195,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.497,0.039,0.201,0.081,0.498,0.264,0.123,0.073,0.006,0.854,0.034,0.019,0.078411405,0.264765784,0.386965377,0.269857434,15,8,0.293,0.163,0.111,0.069,0.132,0.199,10,1.2,11.21,1120,1440,a
196,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.567,0.038,0.099,0.063,0.494,0.217,0.232,0.034,0.002,0.961,0.002,0.005,0.093561368,0.356136821,0.34305835,0.207243461,9,16,0.316,,0.102,0.045,,0.264,11,,,2249,,a
198,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.423,0.072,0.238,0.061,0.514,0.23,0.181,0.027,0.022,0.923,0.006,0.003,0.213640923,0.4222668,0.242728185,0.121364092,12,12,0.348,0.365,0.125,0.088,,0.328,14,4.93,28.01,2530,2989,b
200,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.379,0.101,0.295,0.092,0.521,0.236,0.178,0.007,0.451,0.521,0.004,0,0.220907298,0.316568047,0.297830375,0.16469428,10,14,0.361,0.203,0.164,0.131,0.139,0.382,13,,40.38,4869,3809,b
206,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.41,0.06,0.229,0.068,0.509,0.228,0.177,0.026,0.011,0.951,0.011,0.007,0.189431705,0.411764706,0.25224327,0.146560319,11,12,0.306,0.266,0.138,0.083,0.066,0.327,13,2.9,20.26,1480,1220,a
208,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.471,0.072,0.162,0.068,0.503,0.219,0.172,0.121,0.001,0.797,0.014,0.029,0.08190091,0.217391304,0.373104146,0.32760364,9,8,0.204,0.147,0.081,0.046,0.216,0.151,9,1.58,11,1330,1439,b
210,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.5,0.059,0.126,0.036,0.505,0.235,0.132,0.031,0,0.956,0,0.008,0.052525253,0.254545455,0.353535354,0.339393939,9,7,0.257,0.17,0.088,0.059,0.224,0.185,12,0.19,9.99,1749,2160,b
214,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.419,0.077,0.279,0.128,0.52,0.288,0.149,0.032,0.226,0.718,0.004,0.016,0.23015873,0.345238095,0.281746032,0.142857143,10,6,0.298,,0.118,0.08,,0.268,13,,33.25,,,b
216,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.391,0.06,0.301,0.12,0.507,0.244,0.166,0.276,0.082,0.607,0.013,0.016,0.205153617,0.303270565,0.331020813,0.160555005,13,10,0.281,,0.106,0.07,,0.282,10,,20.08,3280,1889,a
217,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.523,0.044,0.121,0.03,0.499,0.216,0.133,0.082,0.234,0.612,0,0.048,0.096192385,0.280561122,0.263527054,0.359719439,12,8,0.259,0.152,0.084,0.095,0.215,0.214,12,6.7,8.59,1800,1249,a
218,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.641,0.067,0.089,0.031,0.491,0.217,0.141,0.099,0.069,0.809,0.002,0.017,0.049751244,0.258706468,0.255721393,0.435820896,12,7,0.236,0.147,0.076,0.056,0.254,0.191,10,,,1290,2020,b
219,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.395,0.088,0.288,0.082,0.45,0.209,0.131,0.066,0.567,0.358,0.006,0.002,0.363089268,0.31995988,0.231695085,0.085255767,11,10,0.394,0.185,0.131,0.162,0.082,0.335,12,11.15,42,5840,5099,b
221,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Federal/State government-dependent,0.412,0.044,0.293,0.126,0.407,0.209,0.151,0.277,0.099,0.617,0.007,0.004,0.135188867,0.395626243,0.30417495,0.16500994,10,10,0.29,,0.093,0.096,,0.284,10,,,2109,769,b
223,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.52,0.034,0.212,0.094,0.455,0.225,0.181,0.072,0.004,0.83,0.097,0.007,0.116465863,0.318273092,0.348393574,0.21686747,14,8,0.303,0.228,0.103,0.065,0.215,0.32,11,,,4759,2329,a
225,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.438,0.064,0.237,0.1,0.508,0.251,0.183,0.412,0.008,0.544,0.033,0.019,0.153535354,0.28989899,0.411111111,0.145454545,10,13,0.284,0.202,0.076,0.099,0.155,0.202,13,,24.06,4669,1159,a
226,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.454,0.051,0.201,0.073,0.496,0.195,0.198,0.015,0,0.975,0,0.003,0.105054509,0.482656095,0.262636274,0.149653122,7,9,0.325,,0.101,0.068,,0.253,13,,27.66,2599,5210,a
227,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.537,0.058,0.2,0.069,0.518,0.24,0.098,0.163,0.63,0.145,0.008,0.041,0.143712575,0.264471058,0.279441118,0.31237525,13,6,0.333,0.14,0.119,0.092,0.106,0.234,13,14.63,12.3,1800,1800,b
229,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.56,0.046,0.201,0.106,0.51,0.232,0.19,0.085,0,0.901,0,0,0.106256207,0.441906653,0.302879841,0.148957299,11,12,0.319,0.207,0.119,0.073,0.109,0.27,13,,20.41,3050,2220,a
230,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.475,0.053,0.215,0.088,0.518,0.27,0.128,0.059,0.113,0.76,0.008,0.024,0.107569721,0.297808765,0.323705179,0.270916335,14,8,0.318,0.212,0.106,0.089,0.167,0.254,13,6.6,7.56,1789,1629,b
233,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.363,0.097,0.342,0.103,0.512,0.252,0.145,0.013,0.72,0.263,0.001,0.003,0.348560079,0.299900695,0.228401192,0.123138034,15,11,0.429,0.135,0.203,0.129,,0.39,13,,30.97,5540,5600,a
234,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.587,0.023,0.138,0.058,0.497,0.191,0.14,0.052,0.029,0.92,0.013,0.009,0.061752988,0.208167331,0.359561753,0.370517928,11,5,0.287,0.13,0.073,0.062,0.191,0.264,11,,,1879,1909,a
235,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.373,0.081,0.209,0.033,0.529,0.205,0.181,0.009,0.018,0.973,0,0.011,0.160555005,0.474727453,0.266600595,0.098116947,10,12,0.366,0.337,0.117,0.1,0.104,0.392,13,,29.06,3870,1689,a
236,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.498,0.085,0.196,0.079,0.503,0.195,0.227,0.018,0.005,0.951,0.013,0.004,0.079158317,0.346693387,0.324649299,0.249498998,10,13,0.316,0.122,0.108,0.07,0.139,0.203,11,,14.55,2950,2490,b
